rank,drug_name,best_pvalue,neg_log10_p,all_databases,n_original_compounds
1608,Lacidipine-14 Mgkg In Corn Oil-Rat-Heart-1D-Up,0.0439568450204924,1.3569734863887162,DrugMatrix,1
1609,Clonidine-6 Mgkg In Water-Rat-Heart-5D-Up,0.0439568450204924,1.3569734863887162,DrugMatrix,1
1610,Sulbactam-671 Mgkg In Saline-Rat-Kidney-3D-Up,0.0439568450204924,1.3569734863887162,DrugMatrix,1
1611,Celecoxib-100 Um In Dmso-Rat-Primary Rat Hepatocytes-067D-Up,0.0439568450204924,1.3569734863887162,DrugMatrix,1
1612,24-Diaminophenol-60 Mgkg In Water-Rat-Kidney-1D-Up,0.0439794600142367,1.3567501072689299,DrugMatrix,1
1613,Hydralazine-280 Mgkg In Water-Rat-Heart-5D-Up,0.0445557523023591,1.3510962190815812,DrugMatrix,1
1614,Benzethonium Chloride-5 Mgkg In Water-Rat-Heart-5D-Dn,0.0445557523023591,1.3510962190815812,DrugMatrix,1
1615,Rifampin-125 Um In Dmso-Rat-Primary Rat Hepatocytes-1D-Up,0.0447726236690786,1.3489874552788987,DrugMatrix,1
1616,Allopurinol-175 Mgkg In Corn Oil-Rat-Kidney-1D-Up,0.0448865578822373,1.347883697117098,DrugMatrix,1
1617,Meloxicam-33 Mgkg In Corn Oil-Rat-Kidney-1D-Up,0.0448865578822373,1.347883697117098,DrugMatrix,1
1618,Doxofylline-483 Mgkg In Water-Rat-Heart-1D-Up,0.0449125267519435,1.3476325111016725,DrugMatrix,1
1619,Isotretinoin-125 Mgkg In Corn Oil-Rat-Liver-3D-Up,0.0449125267519435,1.3476325111016725,DrugMatrix,1
1620,Indomethacin-45 Mgkg In Water-Rat-Liver-1D-Up,0.0449125267519435,1.3476325111016725,DrugMatrix,1
1621,Cadmium Chloride-8 Um In Dmso-Rat-Primary Rat Hepatocytes-067D-Up,0.0449125267519435,1.3476325111016725,DrugMatrix,1
1622,Clofazimine,0.0450864727967171,1.3459537390744534,DSigDB,1
1623,Ro-3306 Mrc,0.0450864727967171,1.3459537390744534,DSigDB,1
1624,141-05,0.0450864727967171,1.3459537390744534,DSigDB,1
1625,Mefenamic Acid,0.0450864727967171,1.3459537390744534,DSigDB,1
1626,Mesalazine,0.0456947466310167,1.3401337264138364,DSigDB,1
1627,Cytarabine Boss,0.0456947466310167,1.3401337264138364,DSigDB,1
1628,Ro-31-8220 Mrc,0.0457898405520508,1.339230868756318,DSigDB,1
1629,Cadmium Acetate,0.0457898405520508,1.339230868756318,DSigDB,1
1630,Clofibrate-500 Mgkg In Corn Oil-Rat-Liver-3D-Dn,0.0458826189410464,1.3383518009019035,DrugMatrix,1
1631,Valsartan-30 Mgkg In Corn Oil-Rat-Heart-025D-Up,0.0458826189410464,1.3383518009019035,DrugMatrix,1
1632,Liothyronine Boss,0.045908174415119,1.33810997704892,DSigDB,1
1633,Doxorubicin Hydrochloride,0.046356495403006,1.3338894045606358,DSigDB,1
1634,Docosahexaenoic Acid Boss,0.0465316236744542,1.3322517929308864,DSigDB,1
1635,Bms-536924 Ttd 00002497,0.0465414020768535,1.3321605375712333,DSigDB,1
1636,Diazoxide,0.0465414020768535,1.3321605375712333,DSigDB,1
1637,Ropivacaina Spanish,0.0465414020768535,1.3321605375712333,DSigDB,1
1638,67-Dimethyl-2-Phenylquinoxaline Ttd 00001187,0.0465414020768535,1.3321605375712333,DSigDB,1
1639,Su11652 Ttd 00011106,0.0465414020768535,1.3321605375712333,DSigDB,1
1640,Perfluoroundecanoic Acid,0.0465414020768535,1.3321605375712333,DSigDB,1
1641,Chembl475540 Ttd 00006054,0.0465414020768535,1.3321605375712333,DSigDB,1
1642,Valstar Ttd 00011761,0.0465414020768535,1.3321605375712333,DSigDB,1
1643,Malondialdehyde,0.0465414020768535,1.3321605375712333,DSigDB,1
1644,Methylglyoxal,0.0465414020768535,1.3321605375712333,DSigDB,1
1645,Indinavir,0.0465414020768535,1.3321605375712333,DSigDB,1
1646,Benzyl Isothiocyanate,0.0465414020768535,1.3321605375712333,DSigDB,1
1647,Lithocholate Ttd 00009000,0.0465414020768535,1.3321605375712333,DSigDB,1
1648,Nimesulide Ttd 00009677,0.0465414020768535,1.3321605375712333,DSigDB,1
1649,Gnf-Pf-3955 Ttd 00008269,0.0465414020768535,1.3321605375712333,DSigDB,1
1650,Hydroxyurea-59 Mgkg In Saline-Rat-Bone Marrow-1D-Up,0.0466157989962524,1.3314668675583436,DrugMatrix,1
1651,L-Buthionine Sulfoximine-100000 Um In Dmso-Rat-Primary Rat Hepatocytes-1D-Up,0.0466157989962524,1.3314668675583436,DrugMatrix,1
1652,Miconazole-200 Mgkg In Corn Oil-Rat-Liver-025D-Up,0.0466157989962524,1.3314668675583436,DrugMatrix,1
1653,Thalidomide-113 Mgkg In Cmc-Rat-Liver-5D-Dn,0.0468672067038208,1.3291309297583718,DrugMatrix,1
1654,Bisacodyl-1750 Mgkg In Cmc-Rat-Intestine-3D-Up,0.0468672067038208,1.3291309297583718,DrugMatrix,1
1655,Tnf-Alpha-025 Mgkg In Rsasaline-Rat-Liver-1D-Up,0.0468672067038208,1.3291309297583718,DrugMatrix,1
1656,Safrole-488 Mgkg In Corn Oil-Rat-Liver-3D-Dn,0.0468672067038208,1.3291309297583718,DrugMatrix,1
1657,Rapamycin,0.0469767962772481,1.3281166045561899,DSigDB,1
1658,D-Glucose Boss,0.0472027813816817,1.3260324101979593,DSigDB,1
1659,44-Methylenedianiline-296 Um In Dmso-Rat-Primary Rat Hepatocytes-1D-Up,0.0472027813816817,1.3260324101979593,DrugMatrix,1
1660,Leadiv Acetate-600 Mgkg In Saline-Rat-Bone Marrow-1D-Up,0.0472216266181174,1.3258590570898758,DrugMatrix,1
1661,Ciprofloxacin-450 Mgkg In Corn Oil-Rat-Liver-5D-Dn,0.0476700467980105,1.3217544217228898,DrugMatrix,1
1662,Amantadine-1500 Um In Dmso-Rat-Primary Rat Hepatocytes-1D-Dn,0.0476866127718988,1.321603524844751,DrugMatrix,1
1663,Ibuprofen-263 Mgkg In Corn Oil-Rat-Kidney-5D-Up,0.0476866127718988,1.321603524844751,DrugMatrix,1
1664,Famciclovir-112 Mgkg In Saline-Rat-Bone Marrow-1D-Up,0.047866373398969,1.3199694756406717,DrugMatrix,1
1665,Carmustine-4 Mgkg In Corn Oil-Rat-Bone Marrow-1D-Up,0.047866373398969,1.3199694756406717,DrugMatrix,1
1666,Leflunomide-30 Mgkg In Corn Oil-Rat-Bone Marrow-3D-Up,0.047866373398969,1.3199694756406717,DrugMatrix,1
1667,Pergolide-11 Mgkg In Cmc-Rat-Liver-3D-Up,0.047866373398969,1.3199694756406717,DrugMatrix,1
1668,Rosuvastatin Boss,0.0484453422582995,1.3147479715287445,DSigDB,1
1669,Atovaquone,0.0484453422582995,1.3147479715287445,DSigDB,1
1670,Netilmicin-40 Mgkg In Saline-Rat-Kidney-14D-Up,0.0486464684354804,1.312948682521098,DrugMatrix,1
1671,6-Deoxy-D-Galactose Boss,0.0487056264154571,1.3124208667105368,DSigDB,1
1672,Phenylephrine,0.0487056264154571,1.3124208667105368,DSigDB,1
1673,Ah 6809,0.0487056264154571,1.3124208667105368,DSigDB,1
1674,Riboflavine,0.0487056264154571,1.3124208667105368,DSigDB,1
1675,Ah 23848,0.0487056264154571,1.3124208667105368,DSigDB,1
1676,Phthalic Acid Boss,0.0487056264154571,1.3124208667105368,DSigDB,1
1677,Flufenamic Acid,0.0487056264154571,1.3124208667105368,DSigDB,1
1678,Pemetrexed,0.0487056264154571,1.3124208667105368,DSigDB,1
1679,Rosavin,0.0487056264154571,1.3124208667105368,DSigDB,1
1680,Ipa-3 Mrc,0.0487056264154571,1.3124208667105368,DSigDB,1
1681,Methyl 4-Methoxycinnamate,0.0487056264154571,1.3124208667105368,DSigDB,1
1682,Cisplatin-63 Um In Dmso-Rat-Primary Rat Hepatocytes-1D-Up,0.0487405671295421,1.312109421811169,DrugMatrix,1
1683,Procarbazine-27 Mgkg In Water-Rat-Bone Marrow-1D-Dn,0.0488802005756182,1.31086702067251,DrugMatrix,1
1684,Closantel-22 Mgkg In Cmc-Rat-Liver-5D-Up,0.0488802005756182,1.31086702067251,DrugMatrix,1
1685,Oxybutynin-230 Mgkg In Water-Rat-Heart-5D-Up,0.0498274492661975,1.3025313443755786,DrugMatrix,1
1686,Sulindac-750 Um In Dmso-Rat-Primary Rat Hepatocytes-067D-Up,0.0498274492661975,1.3025313443755786,DrugMatrix,1
1687,Cisplatin-117 Mgkg In Saline-Rat-Kidney-5D-Up,0.0498274492661975,1.3025313443755786,DrugMatrix,1
1688,L-Glutamic Acid Boss,0.0498642078556925,1.302211075784112,DSigDB,1
1689,Nadolol-1500 Mgkg In Cmc-Rat-Heart-3D-Up,0.0499087679565512,1.3018231509568703,DrugMatrix,1
1690,Didanosine-500 Um In Dmso-Rat-Primary Rat Hepatocytes-067D-Up,0.0499087679565512,1.3018231509568703,DrugMatrix,1
1691,Stavudine-1400 Mgkg In Water-Rat-Heart-3D-Up,0.0499087679565512,1.3018231509568703,DrugMatrix,1
1692,Nevirapine-200 Mgkg In Saline-Rat-Heart-3D-Up,0.0499087679565512,1.3018231509568703,DrugMatrix,1
