compound,best_pvalue,best_combined_score,n_entries,databases,nrf2_status,nrf2_confidence,is_pains,pains_category,auc_class,rank,neg_log10_p
ljp008 ht29 24h-unc0638-333,0.0004417830746821,53.7159488866312,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2441,3.354790926565471
ljp006 mcf10a 24h-pd-0325901-004,0.0004485568735443,24.7199357260352,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2442,3.3481824839453886
ljp006 hcc515 24h-jw-7-24-1-10,0.0004490090457148,26.2124001052573,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2443,3.3477449096326444
ljp007 hcc515 24h-hg-9-91-01-10,0.0004525491256536,33.4254320467385,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2444,3.3443342698460814
ampicillin,0.0004525491256536,33.4254320467385,2,DSigDB,unknown,,False,,putative_negative,2445,3.3443342698460814
bexarotene,0.0004525491256536,33.4254320467385,2,DSigDB,unknown,,False,,putative_negative,2446,3.3443342698460814
ljp006 lncap 3h-alvocidib-10,0.0004566581376794,27.942911828057,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2447,3.3404087987895985
ljp006 mcf10a 24h-as-605240-111,0.0004566581376794,27.942911828057,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2448,3.3404087987895985
ljp006 mcf10a 24h-dasatinib-333,0.0004666366038644,37.2897230286993,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2449,3.331021197319336
ljp006 skbr3 3h-pi-103-004,0.0004666366038644,37.2897230286993,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2450,3.331021197319336
ljp008 hcc515 24h-azacitidine-333,0.0004666366038644,37.2897230286993,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2451,3.331021197319336
ljp005 bt20 24h-nvp-auy922-333,0.0004704987491502,43.1840227109721,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2452,3.327441526833723
ljp006 mdamb231 3h-linifanib-10,0.0004704987491502,43.1840227109721,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2453,3.327441526833723
ljp005 bt20 24h-cp466722-10,0.0004704987491502,43.1840227109721,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2454,3.327441526833723
ljp006 skbr3 24h-radicicol-012,0.0004704987491502,43.1840227109721,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2455,3.327441526833723
ljp006 ht29 24h-at-7519-037,0.0004704987491502,43.1840227109721,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2456,3.327441526833723
ljp006 skbr3 24h-sorafenib-10,0.0004710277198272,30.0278552212018,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2457,3.326953534030865
ljp006 skbr3 24h-azd-5438-10,0.0004710277198272,38.9783601060868,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2458,3.326953534030865
ljp006 hcc515 24h-gsk-2126458-012,0.0004710277198272,30.0278552212018,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2459,3.326953534030865
ljp005 ht29 24h-pd-0325901-111,0.0004764355342889,25.8249807285663,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2460,3.3219958547247908
ljp006 bt20 24h-jw-7-24-1-10,0.0004792546747048,23.113771738656,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2461,3.3194336422712922
ljp005 mdamb231 24h-as-601245-10,0.0004872025669778,27.4772912565934,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2462,3.3122904321540054
2699-tetramethylcycloundeca-2610-trien-1-one,0.0004900884221165,68.1544407198472,1,DSigDB,unknown,,False,,putative_negative,2463,3.3097255571696986
ljp005 skbr3 24h-as-601245-004,0.0004900884221165,68.1544407198472,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2464,3.3097255571696986
evodiamine,0.0004900884221165,68.1544407198472,1,DSigDB,unknown,,False,,putative_negative,2465,3.3097255571696986
halcinonide,0.0004900884221165,68.1544407198472,1,DSigDB,unknown,,False,,putative_negative,2466,3.3097255571696986
lynestrenol,0.0004900884221165,68.1544407198472,2,DSigDB,unknown,,False,,putative_negative,2467,3.3097255571696986
cpc019,0.0004900884221165,87.6636237118488,819,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2468,3.3097255571696986
ljp006 ht29 24h-gsk-1059615-10,0.0004900884221165,68.1544407198472,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2469,3.3097255571696986
cp-55940,0.0004900884221165,68.1544407198472,1,DSigDB,unknown,,False,,putative_negative,2470,3.3097255571696986
ljp006 ht29 24h-ql-xii-47-012,0.0004900884221165,68.1544407198472,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2471,3.3097255571696986
ljp006 mdamb231 24h-alvocidib-037,0.0004907326288219,32.6736658040992,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2472,3.309155064810622
ljp008 ht29 24h-entinostat-333,0.0004907326288219,32.6736658040992,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2473,3.309155064810622
cytochalasin b-167 um in dmso-rat-primary rat hepatocytes-067d-up,0.0004931690566256,21.0901142432176,2,DrugMatrix,unknown,,False,,putative_negative,2474,3.3070041805725308
ljp007 hcc515 24h-pha-767491-10,0.0005001862359249,24.069095202497,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2475,3.300868263313453
ljp006 lncap 3h-alvocidib-111,0.0005058924045859,29.4547900571331,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2476,3.2959418409930814
ljp005 bt20 24h-wh-4-025-012,0.0005067218538698,51.2521554596367,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2477,3.2952303650789845
ljp006 skbr3 3h-geldanamycin-333,0.0005067218538698,51.2521554596367,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2478,3.2952303650789845
ljp005 mdamb231 24h-pd-0325901-037,0.0005067218538698,51.2521554596367,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2479,3.2952303650789845
rutin,0.0005067218538698,51.2521554596367,1,DSigDB,unknown,,False,,putative_negative,2480,3.2952303650789845
ljp006 mcf10a 3h-gsk-1904529a-012,0.0005067218538698,51.2521554596367,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2481,3.2952303650789845
1-butanol,0.0005067218538698,51.2521554596367,1,DSigDB,unknown,,False,,putative_negative,2482,3.2952303650789845
ljp006 ht29 24h-zstk-474-333,0.0005067218538698,51.2521554596367,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2483,3.2952303650789845
ljp005 skbr3 24h-azd-8330-10,0.0005067218538698,51.2521554596367,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2484,3.2952303650789845
ljp008 ht29 24h--jq1-012,0.0005067218538698,51.2521554596367,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2485,3.2952303650789845
ljp005 mcf10a 3h-pha-665752-10,0.0005067218538698,59.2321499595398,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2486,3.2952303650789845
uric acid,0.0005067218538698,51.2521554596367,2,DSigDB,unknown,,False,,putative_negative,2487,3.2952303650789845
ljp006 lncap 3h-radicicol-111,0.0005067218538698,51.2521554596367,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2488,3.2952303650789845
ljp005 mcf10a 3h-nvp-bez235-333,0.0005067218538698,51.2521554596367,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2489,3.2952303650789845
ljp006 bt20 24h-azd-8055-333,0.0005119558108905,36.2790610446543,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2490,3.290767523232421
ljp006 mdamb231 24h-pd-173074-10,0.0005119558108905,36.2790610446543,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2491,3.290767523232421
dmba,0.0005119558108905,36.2790610446543,2,DSigDB,unknown,,False,,putative_negative,2492,3.290767523232421
3-azido-3-deoxythymidine,0.0005136529487623,18.0107988621154,2,DSigDB,unknown,,False,,putative_negative,2493,3.289330214358912
einecs 250-892-2,0.0005167433538219,21.7091344792578,2,DSigDB,unknown,,False,,putative_negative,2494,3.2867251004133715
ljp006 mcf10a 24h-ql-x-138-10,0.0005194372578446,27.0217533514068,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2495,3.2844669028083757
ljp006 skbr3 24h-y-39983-10,0.0005249898179158,41.7128896387191,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2496,3.2798491195766415
ljp006 skbr3 24h-sirolimus-333,0.0005249898179158,41.7128896387191,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2497,3.2798491195766415
ljp005 ht29 24h-mitoxantrone-012,0.0005249898179158,41.7128896387191,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2498,3.2798491195766415
ljp006 mdamb231 3h-geldanamycin-111,0.0005249898179158,41.7128896387191,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2499,3.2798491195766415
ljp005 mcf10a 24h-pf-477736-037,0.0005249898179158,41.7128896387191,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2500,3.2798491195766415
ljp006 mcf10a 24h-afatinib-004,0.0005278328750887,23.7517734262169,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2501,3.2775035640496895
ljp008 ht29 24h-dasatinib-10,0.0005315212509215,31.9447461621601,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2502,3.27447936712668
ljp009 hcc515 24h-tanespimycin-10,0.0005315212509215,31.9447461621601,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2503,3.27447936712668
ljp006 lncap 3h-cgp-60474-004,0.0005315212509215,31.9447461621601,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2504,3.27447936712668
ljp008 ht29 24h-i-bet151-10,0.0005315212509215,31.9447461621601,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2505,3.27447936712668
ljp006 skbr3 24h-wye-125132-012,0.0005315212509215,31.9447461621601,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2506,3.27447936712668
deguelin,0.0005315212509215,31.9447461621601,2,DSigDB,unknown,,False,,putative_negative,2507,3.27447936712668
ljp005 skbr3 24h-gdc-0980-012,0.0005315212509215,31.9447461621601,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2508,3.27447936712668
digoxin-11 mgkg in corn oil-rat-heart-3d-up,0.0005346724056029,18.7915678283358,2,DrugMatrix,unknown,,False,,putative_negative,2509,3.271912229222337
cpc004,0.0005355384816977,57.5476952829091,749,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2510,3.2712093170104493
ljp005 skbr3 24h-gdc-0980-333,0.0005428694819144,28.8961941213575,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2511,3.265304572064541
ljp006 bt20 24h-a443654-111,0.0005428694819144,28.8961941213575,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2512,3.265304572064541
ljp006 skbr3 24h-wye-125132-333,0.0005428694819144,28.8961941213575,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2513,3.265304572064541
cimetidine-100 mgkg in cmc-rat-heart-5d-up,0.000545242316178,19.2623028575486,2,DrugMatrix,unknown,,False,,putative_negative,2514,3.2634104459968696
ljp006 mdamb231 3h-geldanamycin-012,0.0005530201160022,98.2273280475334,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2515,3.2572590710282827
chlorobenzene,0.0005530201160022,98.2273280475334,1,DSigDB,unknown,,False,,putative_negative,2516,3.2572590710282827
ljp006 bt20 24h-cgp-60474-10,0.000553434749614,26.5760139978444,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2517,3.2569335754231
ljp005 skbr3 24h-nvp-bez235-037,0.000553434749614,26.5760139978444,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2518,3.2569335754231
ljp006 mdamb231 24h-at-7519-111,0.0005607739861973,35.3061960915931,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2519,3.2512121411059587
ljp006 bt20 24h-radicicol-037,0.0005607739861973,35.3061960915931,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2520,3.2512121411059587
cytochalasin b-167 um in dmso-rat-primary rat hepatocytes-1d-up,0.0005627279554737,20.4546455488239,2,DrugMatrix,unknown,,False,,putative_negative,2521,3.2497015092170916
lisinopril-2000 mgkg in cmc-rat-kidney-3d-up,0.0005670819703269,19.0924437508269,2,DrugMatrix,unknown,,False,,putative_negative,2522,3.246354160352887
ljp006 bt20 24h-nvp-tae684-333,0.0005750480991295,31.2377566114868,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2523,3.2402958278097125
ljp006 ht29 24h-cgp-60474-10,0.0005750480991295,31.2377566114868,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2524,3.2402958278097125
ljp006 mdamb231 24h-at-7519-037,0.0005750480991295,31.2377566114868,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2525,3.2402958278097125
ljp006 skbr3 24h-canertinib-012,0.0005750480991295,31.2377566114868,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2526,3.2402958278097125
ljp006 skbr3 24h-wye-125132-037,0.0005750480991295,31.2377566114868,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2527,3.2402958278097125
ljp009 ht29 24h-zm-447439-10,0.0005788494517387,48.9520133780433,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2528,3.2374343737177784
ljp006 hcc515 24h-canertinib-111,0.0005788494517387,48.9520133780433,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2529,3.2374343737177784
ljp006 bt20 24h-radicicol-012,0.0005788494517387,48.9520133780433,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2530,3.2374343737177784
busulfan,0.0005788494517387,48.9520133780433,2,DSigDB,unknown,,False,,putative_negative,2531,3.2374343737177784
acteoside,0.0005788494517387,48.9520133780433,1,DSigDB,unknown,,False,,putative_negative,2532,3.2374343737177784
n-formyl-met-leu-phe boss,0.0005788494517387,48.9520133780433,1,DSigDB,unknown,,False,,putative_negative,2533,3.2374343737177784
ljp005 skbr3 24h-cyt387-10,0.0005788494517387,48.9520133780433,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2534,3.2374343737177784
ljp005 bt20 3h-pik-93-10,0.0005788494517387,48.9520133780433,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2535,3.2374343737177784
ljp005 bt20 24h-gsk-690693-10,0.0005788494517387,48.9520133780433,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2536,3.2374343737177784
ljp005 mdamb231 3h-nvp-auy922-333,0.0005788494517387,48.9520133780433,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2537,3.2374343737177784
ljp006 skbr3 24h-cgp-60474-037,0.0005820565860613,28.3515887473725,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2538,3.2350347922924203
ljp006 skbr3 24h-gsk-2126458-333,0.0005820565860613,28.3515887473725,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2539,3.2350347922924203
glycidamide,0.0005820565860613,28.3515887473725,2,DSigDB,unknown,,False,,putative_negative,2540,3.2350347922924203
ljp005 skbr3 24h-cgp-60474-333,0.0005820565860613,28.3515887473725,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2541,3.2350347922924203
ljp005 ht29 24h-xmd16-144-333,0.0005820565860613,28.3515887473725,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2542,3.2350347922924203
ljp007 ht29 24h-pha-767491-10,0.0005843861209912,40.3125180367375,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2543,3.2333001069891307
ljp009 ht29 24h-sunitinib-333,0.0005843861209912,40.3125180367375,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2544,3.2333001069891307
ljp005 skbr3 24h-akt-inhibitor-1-2-333,0.0005843861209912,40.3125180367375,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2545,3.2333001069891307
ljp006 hcc515 24h-pi-103-333,0.0005843861209912,40.3125180367375,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2546,3.2333001069891307
ljp005 mdamb231 3h-tg-101348-333,0.0005843861209912,40.3125180367375,1,LINCS_L1000_Chem_Pert_down,unknown,,False,,putative_negative,2547,3.2333001069891307
alpha-tocopherol,0.0005843861209912,40.3125180367375,1,DSigDB,unknown,,False,,putative_negative,2548,3.2333001069891307
ljp006 hcc515 24h-dasatinib-004,0.0005843861209912,40.3125180367375,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2549,3.2333001069891307
ljp006 skbr3 24h-hg-6-64-01-037,0.0005843861209912,40.3125180367375,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2550,3.2333001069891307
ljp005 bt20 3h-azd-8330-10,0.0005844806898138,63.6812089547253,1,LINCS_L1000_Chem_Pert_down,unknown,,False,,putative_negative,2551,3.2332298325703084
fludroxycortide,0.0005844806898138,63.6812089547253,1,DSigDB,unknown,,False,,putative_negative,2552,3.2332298325703084
flumetasone,0.0005844806898138,63.6812089547253,1,DSigDB,unknown,,False,,putative_negative,2553,3.2332298325703084
ljp005 skbr3 3h-nvp-auy922-333,0.0005844806898138,63.6812089547253,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2554,3.2332298325703084
ljp008 ht29 24h-gsk-1070916-333,0.0005844806898138,63.6812089547253,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2555,3.2332298325703084
ljp008 ht29 24h-rocilinostat-111,0.0005844806898138,63.6812089547253,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2556,3.2332298325703084
chinomethionate,0.0005844806898138,63.6812089547253,1,DSigDB,unknown,,False,,putative_negative,2557,3.2332298325703084
ljp006 mdamb231 24h-xmd-1150-037,0.0005844806898138,63.6812089547253,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2558,3.2332298325703084
ljp005 mdamb231 3h-radicicol-111,0.0005844806898138,63.6812089547253,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2559,3.2332298325703084
ljp005 mdamb231 24h-pelitinib-333,0.0005844806898138,63.6812089547253,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2560,3.2332298325703084
ljp005 skbr3 3h-geldanamycin-012,0.0005844806898138,63.6812089547253,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2561,3.2332298325703084
58-64-0,0.0005844806898138,63.6812089547253,2,DSigDB,unknown,,False,,putative_negative,2562,3.2332298325703084
dexamethasone boss,0.0005849318730759,22.0276627977899,2,DSigDB,unknown,,False,,putative_negative,2563,3.232894713183023
ljp007 hcc515 24h-cgp-60474-012,0.0005870194198341,23.1327558860037,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,2564,3.231347531142025
