compound,best_pvalue,best_combined_score,n_entries,databases,nrf2_status,nrf2_confidence,is_pains,pains_category,auc_class,rank,neg_log10_p
melphalan-12 mgkg in cmc-rat-bone marrow-5d-dn,0.0229735336180458,7.12554289894259,1,DrugMatrix,unknown,,False,,putative_negative,4769,1.6387721997205313
ljp005 skbr3 24h-gdc-0980-004,0.0231688116520816,12.321648752947,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,4770,1.6350962409695728
ljp006 skbr3 24h-gsk-1059615-111,0.0231688116520816,12.321648752947,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,4771,1.6350962409695728
ljp005 ht29 24h-nvp-bez235-004,0.0231688116520816,12.321648752947,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,4772,1.6350962409695728
cpc006 vcap 6h-arp 101-100,0.0231688116520816,12.321648752947,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,4773,1.6350962409695728
ljp006 skbr3 24h-canertinib-037,0.0231688116520816,12.321648752947,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,4774,1.6350962409695728
ljp006 ht29 24h-gw-843682x-333,0.0231688116520816,12.321648752947,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,4775,1.6350962409695728
ljp006 lncap 24h-pf-562271-10,0.0231786490709524,8.55643273838076,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,4776,1.6349118797670703
chloroxylenol-1915 mgkg in corn oil-rat-liver-3d-up,0.0232466553693316,7.28840719666449,2,DrugMatrix,unknown,,False,,putative_negative,4777,1.6336395227366938
doxorubicin-15 um in dmso-rat-primary rat hepatocytes-1d-up,0.0232466553693316,7.28840719666449,2,DrugMatrix,unknown,,False,,putative_negative,4778,1.6336395227366938
cpc006 thp1 6h-dg-041-400,0.0234179189070433,9.75295620314163,1,LINCS_L1000_Chem_Pert_up,unknown,,False,,putative_negative,4779,1.6304517022331602
sorafenib,0.0234179189070433,9.75295620314163,4,DSigDB,unknown,,False,,putative_negative,4780,1.6304517022331602
ljp006 mcf10a 24h-azd-8055-111,0.0234179189070433,9.75295620314163,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,4781,1.6304517022331602
leflunomide-60 mgkg in corn oil-rat-bone marrow-1d-up,0.0235400652956901,7.05509320521817,2,DrugMatrix,unknown,,False,,putative_negative,4782,1.6281923368401383
diethylstilbestrol-28 mgkg in corn oil-rat-bone marrow-025d-up,0.0235400652956901,7.05509320521817,2,DrugMatrix,unknown,,False,,putative_negative,4783,1.6281923368401383
cisplatin-2 mgkg in saline-rat-liver-3d-up,0.0235400652956901,7.05509320521817,2,DrugMatrix,unknown,,False,,putative_negative,4784,1.6281923368401383
mexiletine-350 mgkg in cmc-rat-heart-1d-up,0.0235911167412175,6.88015204250116,2,DrugMatrix,unknown,,False,,putative_negative,4785,1.627251500272984
ljp005 hcc515 24h-nvp-bez235-333,0.0236871108705791,8.99829484177396,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,4786,1.6254879071743271
diphenylpyraline,0.0237480115110783,19.9888555905468,1,DSigDB,unknown,,False,,putative_negative,4787,1.6243727492357642
sphingosine 1-phosphate,0.0237480115110783,19.9888555905468,2,DSigDB,unknown,,False,,putative_negative,4788,1.6243727492357642
metanephrine,0.0237480115110783,19.9888555905468,2,DSigDB,unknown,,False,,putative_negative,4789,1.6243727492357642
cpc005 vcap 24h-brd-k31342827-100,0.0237480115110783,19.9888555905468,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,4790,1.6243727492357642
ljp006 mdamb231 24h-ql-x-138-111,0.0237480115110783,19.9888555905468,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,4791,1.6243727492357642
ljp006 bt20 3h-a443654-037,0.0237480115110783,19.9888555905468,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,4792,1.6243727492357642
chrysene,0.0237480115110783,19.9888555905468,2,DSigDB,unknown,,False,,putative_negative,4793,1.6243727492357642
allethrin,0.0237480115110783,19.9888555905468,2,DSigDB,unknown,,False,,putative_negative,4794,1.6243727492357642
cpc015 npc 24h-sulconazole nitrate-100,0.0237480115110783,19.9888555905468,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,4795,1.6243727492357642
ljp006 mcf10a 3h-imatinib-333,0.0237480115110783,19.9888555905468,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,4796,1.6243727492357642
pomalidomide,0.0237480115110783,19.9888555905468,1,DSigDB,unknown,,False,,putative_negative,4797,1.6243727492357642
ljp005 mdamb231 24h-crizotinib-10,0.0237480115110783,19.9888555905468,1,LINCS_L1000_Chem_Pert_down,unknown,,False,,putative_negative,4798,1.6243727492357642
cpc006 vcap 24h-bx-795-100,0.0237480115110783,19.9888555905468,1,LINCS_L1000_Chem_Pert_down,unknown,,False,,putative_negative,4799,1.6243727492357642
dyclonine hydrochloride,0.0237480115110783,19.9888555905468,2,DSigDB,unknown,,False,,putative_negative,4800,1.6243727492357642
25-hydroxycholesterol,0.0237480115110783,19.9888555905468,1,DSigDB,unknown,,False,,putative_negative,4801,1.6243727492357642
cpc006 hcc515 6h-teniposide-125,0.0237480115110783,19.9888555905468,1,LINCS_L1000_Chem_Pert_up,unknown,,False,,putative_negative,4802,1.6243727492357642
ljp006 mdamb231 24h-nintedanib-10,0.0237480115110783,19.9888555905468,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,4803,1.6243727492357642
fluvastatin,0.0237480115110783,19.9888555905468,1,DSigDB,unknown,,False,,putative_negative,4804,1.6243727492357642
cytochalasin d boss,0.0237480115110783,19.9888555905468,1,DSigDB,unknown,,False,,putative_negative,4805,1.6243727492357642
ljp006 mdamb231 3h-thz-2-98-01-10,0.023826098474122,14.6615944919247,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,4806,1.6229470675940492
ljp005 skbr3 24h-roscovitine-10,0.023826098474122,14.6615944919247,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,4807,1.6229470675940492
chembl521784 boss,0.023826098474122,14.6615944919247,2,DSigDB,unknown,,False,,putative_negative,4808,1.6229470675940492
2-deoxy-d-glucose,0.023826098474122,14.6615944919247,2,DSigDB,unknown,,False,,putative_negative,4809,1.6229470675940492
ljp006 skbr3 3h-azd-5438-111,0.023826098474122,14.6615944919247,1,LINCS_L1000_Chem_Pert_down,unknown,,False,,putative_negative,4810,1.6229470675940492
ljp006 hcc515 24h-nintedanib-10,0.023826098474122,14.6615944919247,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,4811,1.6229470675940492
ljp006 skbr3 3h-azd-8055-333,0.023826098474122,14.6615944919247,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,4812,1.6229470675940492
ljp006 mdamb231 24h-saracatinib-333,0.023826098474122,14.6615944919247,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,4813,1.6229470675940492
ljp009 ht29 24h-dasatinib-037,0.023826098474122,14.6615944919247,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,4814,1.6229470675940492
ljp006 skbr3 3h-pf-562271-111,0.023826098474122,14.6615944919247,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,4815,1.6229470675940492
cpc011 vcap 6h-flubendazole-100,0.023826098474122,14.6615944919247,1,LINCS_L1000_Chem_Pert_up,unknown,,False,,putative_negative,4816,1.6229470675940492
ljp009 hcc515 24h-sunitinib-004,0.023826098474122,14.6615944919247,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,4817,1.6229470675940492
mycophenolic acid,0.023826098474122,14.6615944919247,4,DSigDB,unknown,,False,,putative_negative,4818,1.6229470675940492
ljp006 bt20 24h-azd-5438-012,0.023826098474122,14.6615944919247,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,4819,1.6229470675940492
cpc014 phh 24h-km 00927-100,0.0239877094558484,8.42401066226315,1,LINCS_L1000_Chem_Pert_down,unknown,,False,,putative_negative,4820,1.6200112200679566
iproniazid-46 mgkg in water-rat-heart-3d-up,0.0241169646213244,6.98540605602427,2,DrugMatrix,unknown,,False,,putative_negative,4821,1.6176773537111424
daunorubicin-325 mgkg in saline-rat-liver-3d-up,0.0241169646213244,6.98540605602427,2,DrugMatrix,unknown,,False,,putative_negative,4822,1.6176773537111424
doxorubicin-065 mgkg in saline-rat-liver-3d-up,0.0241169646213244,6.98540605602427,2,DrugMatrix,unknown,,False,,putative_negative,4823,1.6176773537111424
ljp006 hcc515 24h-wye-125132-333,0.0241183323936492,10.5835001851305,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,4824,1.6176527237820209
ljp006 hcc515 24h-wz-4-145-111,0.0241183323936492,10.5835001851305,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,4825,1.6176527237820209
cpc006 ncih508 6h-narciclasine-100,0.0241183323936492,10.5835001851305,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,4826,1.6176527237820209
ljp005 mdamb231 24h-trametinib-333,0.0241183323936492,10.5835001851305,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,4827,1.6176527237820209
ljp008 ht29 24h--jq1-111,0.0241183323936492,10.5835001851305,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,4828,1.6176527237820209
etretinate boss,0.0241183323936492,10.5835001851305,2,DSigDB,unknown,,False,,putative_negative,4829,1.6176527237820209
cpc006 u937 6h-brd-k12184916-063,0.0241183323936492,10.5835001851305,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,4830,1.6176527237820209
furosemide boss,0.0244266745818163,7.95280923591866,2,DSigDB,unknown,,False,,putative_negative,4831,1.6121356533323064
aizen uranine boss,0.0244266745818163,7.95280923591866,2,DSigDB,unknown,,False,,putative_negative,4832,1.6121356533323064
platinum boss,0.0244266745818163,7.95280923591866,2,DSigDB,unknown,,False,,putative_negative,4833,1.6121356533323064
cpc006 thp1 6h-auranofin-100,0.0244338833457017,9.55201703545887,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,4834,1.612007503899214
cpc006 cov644 6h-bjm-ctd2-9-100,0.0245706925275474,11.9299287017951,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,4835,1.6095826027118656
masoprocol,0.0245706925275474,11.9299287017951,4,DSigDB,unknown,,False,,putative_negative,4836,1.6095826027118656
ljp008 ht29 24h--jq1-037,0.0245706925275474,11.9299287017951,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,4837,1.6095826027118656
ljp005 bt20 24h-cgp-60474-333,0.0245706925275474,11.9299287017951,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,4838,1.6095826027118656
ljp005 bt20 24h-mitoxantrone-333,0.0245706925275474,11.9299287017951,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,4839,1.6095826027118656
ljp006 mcf10a 3h-pha-793887-111,0.0245706925275474,11.9299287017951,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,4840,1.6095826027118656
cpc006 u937 6h-sb 225002-111,0.0245706925275474,11.9299287017951,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,4841,1.6095826027118656
cpc006 pl21 6h-lonidamine-1776,0.0245706925275474,11.9299287017951,1,LINCS_L1000_Chem_Pert_up,unknown,,False,,putative_negative,4842,1.6095826027118656
cpc001 hcc515 24h-vorinostat-100,0.0245740206998142,7.34438509704244,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,4843,1.6095237802360556
rapamycin-20 um in dmso-rat-primary rat hepatocytes-1d-up,0.0245740206998142,7.34438509704244,2,DrugMatrix,unknown,,False,,putative_negative,4844,1.6095237802360556
camptothecin-25 mgkg in saline-rat-bone marrow-3d-dn,0.0245740206998142,7.34438509704244,2,DrugMatrix,unknown,,False,,putative_negative,4845,1.6095237802360556
cpc001 vcap 24h-pdgf receptor tyrosine kinase inhibitor i-100,0.0245756901852624,36.2637067396248,1,LINCS_L1000_Chem_Pert_up,unknown,,False,,putative_negative,4846,1.6094942765704188
cpc014 vcap 6h-s1172-100,0.0245756901852624,36.2637067396248,1,LINCS_L1000_Chem_Pert_up,unknown,,False,,putative_negative,4847,1.6094942765704188
cpc007 vcap 24h-psh 028-100,0.0245756901852624,36.2637067396248,1,LINCS_L1000_Chem_Pert_up,unknown,,False,,putative_negative,4848,1.6094942765704188
cpc001 vcap 24h-dmp 543-100,0.0245756901852624,36.2637067396248,1,LINCS_L1000_Chem_Pert_up,unknown,,False,,putative_negative,4849,1.6094942765704188
ljp007 hcc515 24h-nvp-bgt226-012,0.0245959347422084,8.8398388824652,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,4850,1.6091366678934647
cisplatin-117 mgkg in saline-rat-bone marrow-1d-up,0.0246988794956132,6.75336639138277,2,DrugMatrix,unknown,,False,,putative_negative,4851,1.607322748760995
secobarbital-70 mgkg in water-rat-liver-3d-dn,0.024704336802392,6.91647174313013,2,DrugMatrix,unknown,,False,,putative_negative,4852,1.6072268004237276
ljp006 lncap 24h-wye-125132-10,0.0248166922293108,8.2940247760573,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,4853,1.6052561052825256
methaneseleninic acid,0.025194712417833,6.43273220499268,2,DSigDB,unknown,,False,,putative_negative,4854,1.598690594484677
ljp005 ht29 24h-gdc-0980-10,0.0251964825956505,7.8432981385964,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,4855,1.5986600820724097
haloperidol-77 um in dmso-rat-primary rat hepatocytes-1d-up,0.0252433152116875,7.26037649183265,2,DrugMatrix,unknown,,False,,putative_negative,4856,1.5978536096658253
carboplatin-14 mgkg in saline-rat-liver-1d-up,0.0253022864733646,6.84828070836357,2,DrugMatrix,unknown,,False,,putative_negative,4857,1.5968402314764771
ceramide c2-44 um in dmso-rat-primary rat hepatocytes-067d-up,0.0253022864733646,6.84828070836357,2,DrugMatrix,unknown,,False,,putative_negative,4858,1.5968402314764771
flurbiprofen-10 mgkg in cmc-rat-kidney-3d-up,0.0253022864733646,6.84828070836357,2,DrugMatrix,unknown,,False,,putative_negative,4859,1.5968402314764771
fenofibrate,0.0253162421869234,10.3208816647682,2,DSigDB,unknown,,False,,putative_negative,4860,1.5966007583150248
chlorophenothane,0.0253162421869234,10.3208816647682,2,DSigDB,unknown,,False,,putative_negative,4861,1.5966007583150248
cpc006 thp1 6h-geldanamycin-100,0.0253162421869234,10.3208816647682,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,4862,1.5966007583150248
heparitin boss,0.0253162421869234,10.3208816647682,2,DSigDB,unknown,,False,,putative_negative,4863,1.5966007583150248
cpc006 wsudlcl2 6h-dorsomorphin dihydrochloride-100,0.0253162421869234,10.3208816647682,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,4864,1.5966007583150248
cpc006 pl21 6h-hdac6 inhibitor isox-100,0.0254797040082269,9.35623261460955,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,4865,1.5938056214049916
ljp006 hcc515 24h-cgp-60474-10,0.0254797040082269,9.35623261460955,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,4866,1.5938056214049916
am580,0.0254797040082269,9.35623261460955,2,DSigDB,unknown,,False,,putative_negative,4867,1.5938056214049916
ljp007 hcc515 24h-nvp-bgt226-111,0.0255288919030296,8.68477048834892,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,4868,1.592968035600911
cpc006 ov7 6h-menadione-100,0.0256499122385116,14.0209487003767,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,4869,1.5909141164935037
acridine orange boss,0.0256499122385116,14.0209487003767,2,DSigDB,unknown,,False,,putative_negative,4870,1.5909141164935037
cpc014 hcc515 6h-hy-50878-100,0.0256499122385116,14.0209487003767,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,4871,1.5909141164935037
ljp006 lncap 3h-azd-5438-037,0.0256499122385116,14.0209487003767,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,4872,1.5909141164935037
ljp006 mdamb231 24h-pi-103-037,0.0256499122385116,14.0209487003767,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,4873,1.5909141164935037
ljp006 mcf10a 3h-hg-6-64-01-111,0.0256499122385116,14.0209487003767,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,4874,1.5909141164935037
ljp006 mcf10a 3h-azd-8055-037,0.0256499122385116,14.0209487003767,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,4875,1.5909141164935037
ljp005 bt20 3h-dovitinib-333,0.0256499122385116,14.0209487003767,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,4876,1.5909141164935037
ljp006 mdamb231 3h-pf-562271-333,0.0256499122385116,14.0209487003767,1,LINCS_L1000_Chem_Pert_down,unknown,,False,,putative_negative,4877,1.5909141164935037
ljp006 lncap 3h-y-39983-111,0.0256499122385116,14.0209487003767,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,4878,1.5909141164935037
139890-68-9,0.0256499122385116,14.0209487003767,1,DSigDB,unknown,,False,,putative_negative,4879,1.5909141164935037
toluidine blue o boss,0.0256499122385116,14.0209487003767,2,DSigDB,unknown,,False,,putative_negative,4880,1.5909141164935037
ljp005 hcc515 24h-linsitinib-111,0.0256499122385116,14.0209487003767,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,4881,1.5909141164935037
cpc017 npc 24h-flunarizine dihydrochloride-100,0.0256499122385116,14.0209487003767,1,LINCS_L1000_Chem_Pert_down,unknown,,False,,putative_negative,4882,1.5909141164935037
ljp009 hcc515 24h-gsk-2334470-004,0.0256499122385116,14.0209487003767,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,4883,1.5909141164935037
lamotrigine-26 mgkg in cmc-rat-heart-1d-up,0.0257338537542955,6.98455723644905,2,DrugMatrix,unknown,,False,,putative_negative,4884,1.5894951714694159
ouabain-144 mgkg in cmc-rat-heart-5d-up,0.0259109176718024,6.78082354028479,2,DrugMatrix,unknown,,False,,putative_negative,4885,1.5865172055883754
oxcarbazepine-1600 mgkg in cmc-rat-heart-3d-up,0.0259109176718024,6.78082354028479,2,DrugMatrix,unknown,,False,,putative_negative,4886,1.5865172055883754
daunorubicin-325 mgkg in saline-rat-heart-1d-dn,0.0259109176718024,6.78082354028479,2,DrugMatrix,unknown,,False,,putative_negative,4887,1.5865172055883754
carbon tetrachloride-1175 mgkg in corn oil-rat-bone marrow-3d-up,0.0259109176718024,6.78082354028479,2,DrugMatrix,unknown,,False,,putative_negative,4888,1.5865172055883754
ljp006 mcf10a 3h-linifanib-10,0.0260259602315308,11.5546868721341,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,4889,1.5845932381647072
ljp006 mcf10a 3h-jw-7-24-1-333,0.0260259602315308,11.5546868721341,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,4890,1.5845932381647072
cpc006 skm1 6h-sb 225002-111,0.0260259602315308,11.5546868721341,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,4891,1.5845932381647072
ljp008 ht29 24h-mocetinostat-333,0.0260259602315308,11.5546868721341,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,4892,1.5845932381647072
cpc006 mdst8 6h-brd-k92301463-100,0.0260259602315308,11.5546868721341,1,LINCS_L1000_Chem_Pert_down,unknown,,False,,putative_negative,4893,1.5845932381647072
ljp005 hcc515 24h-sb590885-10,0.0260259602315308,11.5546868721341,1,LINCS_L1000_Chem_Pert_up,unknown,,False,,putative_negative,4894,1.5845932381647072
cpc008 vcap 24h-brd-k02216544-100,0.0263593220079696,18.5855321562113,1,LINCS_L1000_Chem_Pert_down,unknown,,False,,putative_negative,4895,1.5790657644871444
pyridoxine hydrochloride boss,0.0263593220079696,18.5855321562113,1,DSigDB,unknown,,False,,putative_negative,4896,1.5790657644871444
ljp006 bt20 3h-bms-387032-004,0.0263593220079696,30.6305621988997,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,4897,1.5790657644871444
ljp005 skbr3 3h-byl719-037,0.0263593220079696,18.5855321562113,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,4898,1.5790657644871444
ljp009 hcc515 24h-gdc-0879-037,0.0263593220079696,18.5855321562113,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,4899,1.5790657644871444
nicotinamide,0.0263593220079696,18.5855321562113,1,DSigDB,unknown,,False,,putative_negative,4900,1.5790657644871444
trihexyphenidyl,0.0263593220079696,18.5855321562113,1,DSigDB,unknown,,False,,putative_negative,4901,1.5790657644871444
ljp006 mdamb231 3h-radicicol-004,0.0263593220079696,18.5855321562113,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,4902,1.5790657644871444
ljp006 skbr3 3h-as-605240-012,0.0263593220079696,18.5855321562113,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,4903,1.5790657644871444
bis-gma,0.0263593220079696,18.5855321562113,2,DSigDB,unknown,,False,,putative_negative,4904,1.5790657644871444
ljp005 bt20 3h-mitoxantrone-012,0.0263593220079696,18.5855321562113,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,4905,1.5790657644871444
ljp006 mdamb231 3h-hg-5-88-01-333,0.0263593220079696,18.5855321562113,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,4906,1.5790657644871444
ljp005 mdamb231 3h-torin-2-012,0.0263593220079696,18.5855321562113,1,LINCS_L1000_Chem_Pert_down,unknown,,False,,putative_negative,4907,1.5790657644871444
cpc006 sw948 6h-abt-751-100,0.0263593220079696,18.5855321562113,1,LINCS_L1000_Chem_Pert_down,unknown,,False,,putative_negative,4908,1.5790657644871444
olmesartan boss,0.0263593220079696,18.5855321562113,2,DSigDB,unknown,,False,,putative_negative,4909,1.5790657644871444
clofibric acid-448 mgkg in corn oil-rat-liver-3d-dn,0.0263851660225143,6.91080675660646,2,DrugMatrix,unknown,,False,,putative_negative,4910,1.5786401687813434
ljp006 lncap 24h-azd-8055-037,0.0264862646031987,8.53299892734143,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,4911,1.5769792865728391
docetaxel boss,0.0264862646031987,8.53299892734143,2,DSigDB,unknown,,False,,putative_negative,4912,1.5769792865728391
ljp006 bt20 24h-linifanib-10,0.0264862646031987,8.53299892734143,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,4913,1.5769792865728391
ljp006 lncap 24h-sirolimus-10,0.0264862646031987,8.53299892734143,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,4914,1.5769792865728391
cpc006 skm1 6h-akti-12-91,0.0264862646031987,8.53299892734143,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,4915,1.5769792865728391
methocarbamol-1125 mgkg in cmc-rat-liver-3d-up,0.0265303338115509,6.71409097121047,2,DrugMatrix,unknown,,False,,putative_negative,4916,1.57625728557732
cpc006 hcc15 6h-azd8055-100,0.026553146945079,10.0665975354825,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,4917,1.5758840011402442
cpc006 ags 6h-a112550cdx-111,0.026553146945079,10.0665975354825,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,4918,1.5758840011402442
ljp006 skbr3 24h-lapatinib-10,0.026553146945079,10.0665975354825,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,4919,1.5758840011402442
ljp006 bt20 24h-gsk-1059615-10,0.0265557370770083,9.1654351708617,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,4920,1.5758416398658208
ljp006 bt20 24h-osi-027-333,0.0265557370770083,9.1654351708617,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,4921,1.5758416398658208
ethylene glycol boss,0.0265557370770083,9.1654351708617,2,DSigDB,unknown,,False,,putative_negative,4922,1.5758416398658208
5-fluorouracil boss,0.026788130731725,7.62950205676957,2,DSigDB,unknown,,False,,putative_negative,4923,1.572057590282064
tamoxifen boss,0.026788130731725,7.62950205676957,2,DSigDB,unknown,,False,,putative_negative,4924,1.572057590282064
venlafaxine-1481 um in dmso-rat-primary rat hepatocytes-1d-up,0.0270485193106762,6.83791661207526,1,DrugMatrix,unknown,,False,,putative_negative,4925,1.567856504043677
